"datetime";"id";"value";"index"
"2019-07-08 17:03:19";"Volume Flow RateRMS";37.0242;8503
"2019-07-08 17:03:19";"Pressure";-0.273216;8504
"2019-07-08 17:03:19";"Thermocouple";23.4462;8505
"2019-07-08 17:03:20";"Current";0.000975469;8506
"2019-07-08 17:03:20";"Temperature";28.88;8507
"2019-07-08 17:03:20";"Voltage";239.893;8508
"2019-07-08 17:03:20";"Accelerometer1RMS";0.0440424;8509
"2019-07-08 17:03:20";"Accelerometer2RMS";0.0810881;8510
"2019-07-08 17:03:20";"Volume Flow RateRMS";37.9764;8511
"2019-07-08 17:03:20";"Pressure";0.054711;8512
"2019-07-08 17:03:20";"Thermocouple";23.4389;8513
"2019-07-08 17:03:21";"Current";0.000912422;8514
"2019-07-08 17:03:21";"Temperature";28.9882;8515
"2019-07-08 17:03:21";"Voltage";208.284;8516
"2019-07-08 17:03:21";"Accelerometer1RMS";0.0430346;8517
"2019-07-08 17:03:21";"Accelerometer2RMS";0.0775703;8518
"2019-07-08 17:03:21";"Volume Flow RateRMS";37.0242;8519
"2019-07-08 17:03:21";"Pressure";0.382638;8520
"2019-07-08 17:03:21";"Thermocouple";23.4413;8521
"2019-07-08 17:03:22";"Current";0.000697603;8522
"2019-07-08 17:03:22";"Temperature";28.7803;8523
"2019-07-08 17:03:22";"Voltage";240.248;8524
"2019-07-08 17:03:22";"Accelerometer1RMS";0.040967;8525
"2019-07-08 17:03:22";"Accelerometer2RMS";0.079339;8526
"2019-07-08 17:03:22";"Volume Flow RateRMS";37.9764;8527
"2019-07-08 17:03:22";"Pressure";0.382638;8528
"2019-07-08 17:03:22";"Thermocouple";23.4413;8529
"2019-07-08 17:03:23";"Current";0.000741802;8530
"2019-07-08 17:03:23";"Temperature";28.8694;8531
"2019-07-08 17:03:23";"Voltage";209.471;8532
"2019-07-08 17:03:23";"Accelerometer1RMS";0.0439422;8533
"2019-07-08 17:03:23";"Accelerometer2RMS";0.0790637;8534
"2019-07-08 17:03:23";"Volume Flow RateRMS";37.0;8535
"2019-07-08 17:03:23";"Pressure";0.382638;8536
"2019-07-08 17:03:23";"Thermocouple";23.4483;8537
"2019-07-08 17:03:24";"Current";0.000826254;8538
"2019-07-08 17:03:24";"Temperature";28.8982;8539
"2019-07-08 17:03:24";"Voltage";228.977;8540
"2019-07-08 17:03:24";"Accelerometer1RMS";0.0429961;8541
"2019-07-08 17:03:24";"Accelerometer2RMS";0.0842838;8542
"2019-07-08 17:03:24";"Volume Flow RateRMS";37.0;8543
"2019-07-08 17:03:24";"Pressure";-0.273216;8544
"2019-07-08 17:03:24";"Thermocouple";23.4485;8545
"2019-07-08 17:03:25";"Current";0.000881224;8546
"2019-07-08 17:03:25";"Temperature";28.7913;8547
"2019-07-08 17:03:25";"Voltage";233.425;8548
"2019-07-08 17:03:25";"Accelerometer1RMS";0.0443614;8549
"2019-07-08 17:03:25";"Accelerometer2RMS";0.0813199;8550
"2019-07-08 17:03:25";"Volume Flow RateRMS";37.0;8551
"2019-07-08 17:03:25";"Pressure";0.382638;8552
"2019-07-08 17:03:25";"Thermocouple";23.4506;8553
"2019-07-08 17:03:26";"Current";0.000837024;8554
"2019-07-08 17:03:26";"Temperature";28.9231;8555
"2019-07-08 17:03:26";"Voltage";239.316;8556
"2019-07-08 17:03:26";"Accelerometer1RMS";0.043261;8557
"2019-07-08 17:03:26";"Accelerometer2RMS";0.0775329;8558
"2019-07-08 17:03:26";"Volume Flow RateRMS";37.0;8559
"2019-07-08 17:03:26";"Pressure";0.054711;8560
"2019-07-08 17:03:26";"Thermocouple";23.4406;8561
"2019-07-08 17:03:27";"Current";0.000720903;8562
"2019-07-08 17:03:27";"Temperature";29.2482;8563
"2019-07-08 17:03:27";"Voltage";249.143;8564
"2019-07-08 17:03:27";"Accelerometer1RMS";0.041391;8565
"2019-07-08 17:03:27";"Accelerometer2RMS";0.0802772;8566
"2019-07-08 17:03:27";"Volume Flow RateRMS";37.0;8567
"2019-07-08 17:03:27";"Pressure";0.054711;8568
"2019-07-08 17:03:27";"Thermocouple";23.4429;8569
"2019-07-08 17:03:28";"Current";0.000782632;8570
"2019-07-08 17:03:28";"Temperature";29.2667;8571
"2019-07-08 17:03:28";"Voltage";237.878;8572
"2019-07-08 17:03:28";"Accelerometer1RMS";0.043121;8573
"2019-07-08 17:03:28";"Accelerometer2RMS";0.0772496;8574
"2019-07-08 17:03:28";"Volume Flow RateRMS";37.0;8575
"2019-07-08 17:03:28";"Pressure";-0.273216;8576
"2019-07-08 17:03:28";"Thermocouple";23.4362;8577
"2019-07-08 17:03:29";"Current";0.000758763;8578
"2019-07-08 17:03:29";"Temperature";29.3467;8579
"2019-07-08 17:03:29";"Voltage";233.186;8580
"2019-07-08 17:03:29";"Accelerometer1RMS";0.0418707;8581
"2019-07-08 17:03:29";"Accelerometer2RMS";0.0829885;8582
"2019-07-08 17:03:29";"Volume Flow RateRMS";37.0;8583
"2019-07-08 17:03:29";"Pressure";-0.273216;8584
"2019-07-08 17:03:29";"Thermocouple";23.4481;8585
"2019-07-08 17:03:30";"Current";0.00076558;8586
"2019-07-08 17:03:30";"Temperature";28.885;8587
"2019-07-08 17:03:30";"Voltage";233.553;8588
"2019-07-08 17:03:30";"Accelerometer1RMS";0.0441667;8589
"2019-07-08 17:03:30";"Accelerometer2RMS";0.0815533;8590
"2019-07-08 17:03:30";"Volume Flow RateRMS";37.0;8591
"2019-07-08 17:03:30";"Pressure";0.054711;8592
"2019-07-08 17:03:30";"Thermocouple";23.4499;8593
"2019-07-08 17:03:31";"Current";0.00076137;8594
"2019-07-08 17:03:31";"Temperature";29.2428;8595
"2019-07-08 17:03:31";"Voltage";222.544;8596
"2019-07-08 17:03:31";"Accelerometer1RMS";0.0439266;8597
"2019-07-08 17:03:31";"Accelerometer2RMS";0.0781431;8598
"2019-07-08 17:03:31";"Volume Flow RateRMS";37.0;8599
"2019-07-08 17:03:31";"Pressure";0.054711;8600
"2019-07-08 17:03:31";"Thermocouple";23.4506;8601
"2019-07-08 17:03:32";"Current";0.00050534;8602
"2019-07-08 17:03:32";"Temperature";29.4417;8603
"2019-07-08 17:03:32";"Voltage";205.177;8604
"2019-07-08 17:03:32";"Accelerometer1RMS";0.0427981;8605
"2019-07-08 17:03:32";"Accelerometer2RMS";0.0824695;8606
"2019-07-08 17:03:32";"Volume Flow RateRMS";37.0242;8607
"2019-07-08 17:03:32";"Pressure";0.054711;8608
"2019-07-08 17:03:32";"Thermocouple";23.4531;8609
"2019-07-08 17:03:33";"Current";0.000728912;8610
"2019-07-08 17:03:33";"Temperature";29.4875;8611
"2019-07-08 17:03:33";"Voltage";222.458;8612
"2019-07-08 17:03:33";"Accelerometer1RMS";0.0434579;8613
"2019-07-08 17:03:33";"Accelerometer2RMS";0.0767977;8614
"2019-07-08 17:03:33";"Volume Flow RateRMS";37.9764;8615
"2019-07-08 17:03:33";"Pressure";-0.601143;8616
"2019-07-08 17:03:33";"Thermocouple";23.4404;8617
"2019-07-08 17:03:34";"Current";0.000905723;8618
"2019-07-08 17:03:34";"Temperature";29.3192;8619
"2019-07-08 17:03:34";"Voltage";225.796;8620
"2019-07-08 17:03:34";"Accelerometer1RMS";0.0407898;8621
"2019-07-08 17:03:34";"Accelerometer2RMS";0.0801442;8622
"2019-07-08 17:03:34";"Volume Flow RateRMS";37.0242;8623
"2019-07-08 17:03:34";"Pressure";0.054711;8624
"2019-07-08 17:03:34";"Thermocouple";23.4404;8625
"2019-07-08 17:03:35";"Current";0.000833435;8626
"2019-07-08 17:03:35";"Temperature";29.5899;8627
"2019-07-08 17:03:35";"Voltage";232.847;8628
"2019-07-08 17:03:35";"Accelerometer1RMS";0.0432742;8629
"2019-07-08 17:03:35";"Accelerometer2RMS";0.0806412;8630
"2019-07-08 17:03:35";"Volume Flow RateRMS";37.9764;8631
"2019-07-08 17:03:35";"Pressure";0.054711;8632
"2019-07-08 17:03:35";"Thermocouple";23.4428;8633
"2019-07-08 17:03:36";"Current";0.000803265;8634
"2019-07-08 17:03:36";"Temperature";29.363;8635
"2019-07-08 17:03:36";"Voltage";224.403;8636
"2019-07-08 17:03:36";"Accelerometer1RMS";0.0428871;8637
"2019-07-08 17:03:36";"Accelerometer2RMS";0.0788754;8638
"2019-07-08 17:03:36";"Volume Flow RateRMS";37.0;8639
"2019-07-08 17:03:36";"Pressure";-0.273216;8640
"2019-07-08 17:03:36";"Thermocouple";23.4427;8641
"2019-07-08 17:03:37";"Current";0.00073722;8642
"2019-07-08 17:03:37";"Temperature";29.1746;8643
"2019-07-08 17:03:37";"Voltage";238.676;8644
"2019-07-08 17:03:37";"Accelerometer1RMS";0.0440685;8645
"2019-07-08 17:03:37";"Accelerometer2RMS";0.0786437;8646
"2019-07-08 17:03:37";"Volume Flow RateRMS";37.9764;8647
"2019-07-08 17:03:37";"Pressure";0.054711;8648
"2019-07-08 17:03:37";"Thermocouple";23.4538;8649
"2019-07-08 17:03:38";"Current";0.00072271;8650
"2019-07-08 17:03:38";"Temperature";29.1543;8651
"2019-07-08 17:03:38";"Voltage";234.05;8652
"2019-07-08 17:03:38";"Accelerometer1RMS";0.0410665;8653
"2019-07-08 17:03:38";"Accelerometer2RMS";0.0803645;8654
"2019-07-08 17:03:38";"Volume Flow RateRMS";37.0242;8655
"2019-07-08 17:03:38";"Pressure";0.054711;8656
"2019-07-08 17:03:38";"Thermocouple";23.4504;8657
"2019-07-08 17:03:39";"Current";0.000778811;8658
"2019-07-08 17:03:39";"Temperature";29.191;8659
"2019-07-08 17:03:39";"Voltage";235.448;8660
"2019-07-08 17:03:39";"Accelerometer1RMS";0.0428795;8661
"2019-07-08 17:03:39";"Accelerometer2RMS";0.077681;8662
"2019-07-08 17:03:39";"Volume Flow RateRMS";37.9764;8663
"2019-07-08 17:03:39";"Pressure";-0.273216;8664
"2019-07-08 17:03:39";"Thermocouple";23.4424;8665
"2019-07-08 17:03:40";"Current";0.000699606;8666
"2019-07-08 17:03:40";"Temperature";29.3397;8667
"2019-07-08 17:03:40";"Voltage";218.984;8668
"2019-07-08 17:03:40";"Accelerometer1RMS";0.0416755;8669
"2019-07-08 17:03:40";"Accelerometer2RMS";0.0771078;8670
"2019-07-08 17:03:40";"Volume Flow RateRMS";37.0242;8671
"2019-07-08 17:03:40";"Pressure";0.054711;8672
"2019-07-08 17:03:40";"Thermocouple";23.4521;8673
"2019-07-08 17:03:42";"Current";0.000763371;8674
"2019-07-08 17:03:42";"Temperature";29.0639;8675
"2019-07-08 17:03:42";"Voltage";226.365;8676
"2019-07-08 17:03:42";"Accelerometer1RMS";0.0438618;8677
"2019-07-08 17:03:42";"Accelerometer2RMS";0.0843146;8678
"2019-07-08 17:03:42";"Volume Flow RateRMS";38.0;8679
"2019-07-08 17:03:42";"Pressure";0.382638;8680
"2019-07-08 17:03:42";"Thermocouple";23.4421;8681
"2019-07-08 17:03:43";"Current";0.00081029;8682
